ENSG00000280071.3	ENST00000624810.3	5127898	5125992	ENSE00003760139.1	ENSE00003759878.1
ENSG00000280071.3	ENST00000624810.3	5125879	5124875	ENSE00003759878.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000624810.3	5124756	5121803	ENSE00003754178.1	ENSE00003724593.1
ENSG00000280071.3	ENST00000624810.3	5121711	5079734	ENSE00003724593.1	ENSE00003759383.1
ENSG00000280071.3	ENST00000624810.3	5079684	5079296	ENSE00003759383.1	ENSE00003760307.1
ENSG00000280071.3	ENST00000625036.3	5127898	5125992	ENSE00003760139.1	ENSE00003759878.1
ENSG00000280071.3	ENST00000625036.3	5125879	5124875	ENSE00003759878.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000625036.3	5124756	5079734	ENSE00003754178.1	ENSE00003759383.1
ENSG00000280071.3	ENST00000625036.3	5079684	5079296	ENSE00003759383.1	ENSE00003760307.1
ENSG00000280071.3	ENST00000620015.4	5127084	5125992	ENSE00003756626.1	ENSE00003756707.1
ENSG00000280071.3	ENST00000620015.4	5125879	5124875	ENSE00003756707.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000620015.4	5124756	5121803	ENSE00003754178.1	ENSE00003724593.1
ENSG00000280071.3	ENST00000620015.4	5121711	5118847	ENSE00003724593.1	ENSE00003722853.1
ENSG00000280071.3	ENST00000620015.4	5118691	5117231	ENSE00003722853.1	ENSE00003747879.2
ENSG00000280071.3	ENST00000620528.4	5128214	5127950	ENSE00003752103.2	ENSE00003727348.1
ENSG00000280071.3	ENST00000620528.4	5127898	5125992	ENSE00003727348.1	ENSE00003759878.1
ENSG00000280071.3	ENST00000620528.4	5125879	5124875	ENSE00003759878.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000620528.4	5124756	5121803	ENSE00003754178.1	ENSE00003724593.1
ENSG00000280071.3	ENST00000620528.4	5121711	5118847	ENSE00003724593.1	ENSE00003722853.1
ENSG00000280071.3	ENST00000620528.4	5118691	5117231	ENSE00003722853.1	ENSE00003747879.2
ENSG00000280071.3	ENST00000624120.3	5128214	5127950	ENSE00003759666.1	ENSE00003727348.1
ENSG00000280071.3	ENST00000624120.3	5127898	5125992	ENSE00003727348.1	ENSE00003759878.1
ENSG00000280071.3	ENST00000624120.3	5125879	5124875	ENSE00003759878.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000624120.3	5124756	5118847	ENSE00003754178.1	ENSE00003722853.1
ENSG00000280071.3	ENST00000624120.3	5118691	5117231	ENSE00003722853.1	ENSE00003758207.1
ENSG00000280071.3	ENST00000624648.3	5128214	5127950	ENSE00003758926.1	ENSE00003727348.1
ENSG00000280071.3	ENST00000624648.3	5127898	5125992	ENSE00003727348.1	ENSE00003759878.1
ENSG00000280071.3	ENST00000624648.3	5125879	5124875	ENSE00003759878.1	ENSE00003754178.1
ENSG00000280071.3	ENST00000624648.3	5124756	5121803	ENSE00003754178.1	ENSE00003724593.1
ENSG00000280071.3	ENST00000624648.3	5121711	5120889	ENSE00003724593.1	ENSE00003755057.1
ENSG00000276612.3	ENST00000623476.2	5133655	5133500	ENSE00003777763.1	ENSE00003755072.1
ENSG00000276612.3	ENST00000623476.2	5133426	5125992	ENSE00003755072.1	ENSE00003759460.1
ENSG00000276612.3	ENST00000623476.2	5125879	5124875	ENSE00003759460.1	ENSE00003757983.1
ENSG00000276612.3	ENST00000623476.2	5124756	5121803	ENSE00003757983.1	ENSE00003760127.1
ENSG00000276612.3	ENST00000623476.2	5121711	5118847	ENSE00003760127.1	ENSE00003759299.1
ENSG00000276612.3	ENST00000623476.2	5118691	5117231	ENSE00003759299.1	ENSE00003757086.1
ENSG00000275464.4	ENST00000617716.3	5154623	5153073	ENSE00003726066.2	ENSE00003746673.1
ENSG00000275464.4	ENST00000617716.3	5152961	5148304	ENSE00003746673.1	ENSE00003741495.1
ENSG00000275464.4	ENST00000617716.3	5148210	5147878	ENSE00003741495.1	ENSE00003735185.1
ENSG00000275464.4	ENST00000617716.3	5147779	5147432	ENSE00003735185.1	ENSE00003723956.1
ENSG00000275464.4	ENST00000617716.3	5147289	5146793	ENSE00003723956.1	ENSE00003716502.1
ENSG00000275464.4	ENST00000617716.3	5146658	5146366	ENSE00003716502.1	ENSE00003720550.1
ENSG00000275464.4	ENST00000617716.3	5146137	5144234	ENSE00003720550.1	ENSE00003719765.1
ENSG00000275464.4	ENST00000617716.3	5144091	5143292	ENSE00003719765.1	ENSE00003736452.1
ENSG00000275464.4	ENST00000617716.3	5143222	5142668	ENSE00003736452.1	ENSE00003722093.1
ENSG00000275464.4	ENST00000617716.3	5142532	5141707	ENSE00003722093.1	ENSE00003744264.1
ENSG00000275464.4	ENST00000617716.3	5141559	5141424	ENSE00003744264.1	ENSE00003754065.1
ENSG00000275464.4	ENST00000617716.3	5141277	5141103	ENSE00003754065.1	ENSE00003752208.1
ENSG00000275464.4	ENST00000617716.3	5140953	5139878	ENSE00003752208.1	ENSE00003746456.1
ENSG00000275464.4	ENST00000617716.3	5139698	5137474	ENSE00003746456.1	ENSE00003731399.1
ENSG00000275464.4	ENST00000617716.3	5137327	5136043	ENSE00003731399.1	ENSE00003725608.1
ENSG00000275464.4	ENST00000617716.3	5135935	5135154	ENSE00003725608.1	ENSE00003727820.1
ENSG00000275464.4	ENST00000617716.3	5135089	5134120	ENSE00003727820.1	ENSE00003735444.1
ENSG00000275464.4	ENST00000617716.3	5133902	5133805	ENSE00003735444.1	ENSE00003741065.1
ENSG00000275464.4	ENST00000617716.3	5133655	5133500	ENSE00003741065.1	ENSE00003715825.1
