5127898	5127927	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	1	ENSE00003760139.1
5125879	5125992	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	2	ENSE00003759878.1
5124756	5124875	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	3	ENSE00003754178.1
5121711	5121803	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	4	ENSE00003724593.1
5079684	5079734	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	5	ENSE00003759383.1
5079294	5079296	ENSG00000280071.3	ENST00000624810.3	CH507-9B2.3-005	6	ENSE00003760307.1
5127898	5127927	ENSG00000280071.3	ENST00000625036.3	CH507-9B2.3-003	1	ENSE00003760139.1
5125879	5125992	ENSG00000280071.3	ENST00000625036.3	CH507-9B2.3-003	2	ENSE00003759878.1
5124756	5124875	ENSG00000280071.3	ENST00000625036.3	CH507-9B2.3-003	3	ENSE00003754178.1
5079684	5079734	ENSG00000280071.3	ENST00000625036.3	CH507-9B2.3-003	4	ENSE00003759383.1
5079294	5079296	ENSG00000280071.3	ENST00000625036.3	CH507-9B2.3-003	5	ENSE00003760307.1
5127084	5127143	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	1	ENSE00003756626.1
5125879	5125992	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	2	ENSE00003756707.1
5124756	5124875	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	3	ENSE00003754178.1
5121711	5121803	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	4	ENSE00003724593.1
5118691	5118847	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	5	ENSE00003722853.1
5116341	5117231	ENSG00000280071.3	ENST00000620015.4	CH507-9B2.3-013	6	ENSE00003747879.2
5128214	5128425	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	1	ENSE00003752103.2
5127898	5127950	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	2	ENSE00003727348.1
5125879	5125992	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	3	ENSE00003759878.1
5124756	5124875	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	4	ENSE00003754178.1
5121711	5121803	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	5	ENSE00003724593.1
5118691	5118847	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	6	ENSE00003722853.1
5116341	5117231	ENSG00000280071.3	ENST00000620528.4	CH507-9B2.3-001	7	ENSE00003747879.2
5128214	5128372	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	1	ENSE00003759666.1
5127898	5127950	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	2	ENSE00003727348.1
5125879	5125992	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	3	ENSE00003759878.1
5124756	5124875	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	4	ENSE00003754178.1
5118691	5118847	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	5	ENSE00003722853.1
5116937	5117231	ENSG00000280071.3	ENST00000624120.3	CH507-9B2.3-002	6	ENSE00003758207.1
5128214	5128273	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	1	ENSE00003758926.1
5127898	5127950	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	2	ENSE00003727348.1
5125879	5125992	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	3	ENSE00003759878.1
5124756	5124875	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	4	ENSE00003754178.1
5121711	5121803	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	5	ENSE00003724593.1
5120634	5120889	ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	6	ENSE00003755057.1
5133655	5133805	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	1	ENSE00003777763.1
5133426	5133500	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	2	ENSE00003755072.1
5125879	5125992	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	3	ENSE00003759460.1
5124756	5124875	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	4	ENSE00003757983.1
5121711	5121803	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5	ENSE00003760127.1
5118691	5118847	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	6	ENSE00003759299.1
5116343	5117231	ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	7	ENSE00003757086.1
5154623	5154734	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	1	ENSE00003726066.2
5152961	5153073	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	2	ENSE00003746673.1
5148210	5148304	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	3	ENSE00003741495.1
5147779	5147878	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	4	ENSE00003735185.1
5147289	5147432	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5	ENSE00003723956.1
5146658	5146793	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	6	ENSE00003716502.1
5146137	5146366	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	7	ENSE00003720550.1
5144091	5144234	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	8	ENSE00003719765.1
5143222	5143292	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	9	ENSE00003736452.1
5142532	5142668	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	10	ENSE00003722093.1
5141559	5141707	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	11	ENSE00003744264.1
5141277	5141424	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	12	ENSE00003754065.1
5140953	5141103	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	13	ENSE00003752208.1
5139698	5139878	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	14	ENSE00003746456.1
5137327	5137474	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	15	ENSE00003731399.1
5135935	5136043	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	16	ENSE00003725608.1
5135089	5135154	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	17	ENSE00003727820.1
5133902	5134120	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	18	ENSE00003735444.1
5133655	5133805	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	19	ENSE00003741065.1
5133426	5133500	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	20	ENSE00003715825.1
5130871	5131455	ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	21	ENSE00003718829.2
5163518	5163695	ENSG00000280433.1	ENST00000623998.1	CH507-9B2.9-001	1	ENSE00003756000.1
5159080	5159274	ENSG00000280433.1	ENST00000623998.1	CH507-9B2.9-001	2	ENSE00003757796.1
5155499	5158759	ENSG00000280433.1	ENST00000623998.1	CH507-9B2.9-001	3	ENSE00003755430.1
6467448	6467509	ENSG00000274276.4	ENST00000624406.3	CBSL-009	1	ENSE00003755056.1
6464944	6464981	ENSG00000274276.4	ENST00000624406.3	CBSL-009	2	ENSE00003760135.1
6463663	6463879	ENSG00000274276.4	ENST00000624406.3	CBSL-009	3	ENSE00003733879.1
6460187	6460293	ENSG00000274276.4	ENST00000624406.3	CBSL-009	4	ENSE00003743930.1
6457921	6458055	ENSG00000274276.4	ENST00000624406.3	CBSL-009	5	ENSE00003734019.1
6457294	6457373	ENSG00000274276.4	ENST00000624406.3	CBSL-009	6	ENSE00003745764.1
6457065	6457199	ENSG00000274276.4	ENST00000624406.3	CBSL-009	7	ENSE00003736081.1
6456881	6456950	ENSG00000274276.4	ENST00000624406.3	CBSL-009	8	ENSE00003749155.1
6455578	6455669	ENSG00000274276.4	ENST00000624406.3	CBSL-009	9	ENSE00003729930.1
6454631	6454756	ENSG00000274276.4	ENST00000624406.3	CBSL-009	10	ENSE00003724250.1
6453989	6454073	ENSG00000274276.4	ENST00000624406.3	CBSL-009	11	ENSE00003742762.1
6452119	6452224	ENSG00000274276.4	ENST00000624406.3	CBSL-009	12	ENSE00003719221.1
6450904	6450981	ENSG00000274276.4	ENST00000624406.3	CBSL-009	13	ENSE00003746144.1
6450512	6450646	ENSG00000274276.4	ENST00000624406.3	CBSL-009	14	ENSE00003743266.1
6449823	6449931	ENSG00000274276.4	ENST00000624406.3	CBSL-009	15	ENSE00003747262.1
6448481	6448565	ENSG00000274276.4	ENST00000624406.3	CBSL-009	16	ENSE00003753596.1
6444869	6445661	ENSG00000274276.4	ENST00000624406.3	CBSL-009	17	ENSE00001531922.2
6467448	6467532	ENSG00000274276.4	ENST00000398168.5	CBSL-001	1	ENSE00001532023.3
6464944	6465019	ENSG00000274276.4	ENST00000398168.5	CBSL-001	2	ENSE00003734456.1
6463663	6463879	ENSG00000274276.4	ENST00000398168.5	CBSL-001	3	ENSE00003733879.1
6460187	6460293	ENSG00000274276.4	ENST00000398168.5	CBSL-001	4	ENSE00003743930.1
6457921	6458055	ENSG00000274276.4	ENST00000398168.5	CBSL-001	5	ENSE00003734019.1
6457294	6457373	ENSG00000274276.4	ENST00000398168.5	CBSL-001	6	ENSE00003745764.1
6457065	6457199	ENSG00000274276.4	ENST00000398168.5	CBSL-001	7	ENSE00003736081.1
6456881	6456950	ENSG00000274276.4	ENST00000398168.5	CBSL-001	8	ENSE00003749155.1
6455578	6455669	ENSG00000274276.4	ENST00000398168.5	CBSL-001	9	ENSE00003729930.1
6454631	6454756	ENSG00000274276.4	ENST00000398168.5	CBSL-001	10	ENSE00003724250.1
6453989	6454073	ENSG00000274276.4	ENST00000398168.5	CBSL-001	11	ENSE00003742762.1
6452119	6452224	ENSG00000274276.4	ENST00000398168.5	CBSL-001	12	ENSE00003719221.1
6450904	6450981	ENSG00000274276.4	ENST00000398168.5	CBSL-001	13	ENSE00003746144.1
6450512	6450646	ENSG00000274276.4	ENST00000398168.5	CBSL-001	14	ENSE00003743266.1
6449823	6449931	ENSG00000274276.4	ENST00000398168.5	CBSL-001	15	ENSE00003747262.1
6448481	6448565	ENSG00000274276.4	ENST00000398168.5	CBSL-001	16	ENSE00003753596.1
6444869	6445661	ENSG00000274276.4	ENST00000398168.5	CBSL-001	17	ENSE00001531922.2
6467903	6468040	ENSG00000274276.4	ENST00000618024.4	CBSL-002	1	ENSE00003738801.1
6464944	6465019	ENSG00000274276.4	ENST00000618024.4	CBSL-002	2	ENSE00003734456.1
6463663	6463879	ENSG00000274276.4	ENST00000618024.4	CBSL-002	3	ENSE00003733879.1
6460187	6460293	ENSG00000274276.4	ENST00000618024.4	CBSL-002	4	ENSE00003743930.1
6457921	6458055	ENSG00000274276.4	ENST00000618024.4	CBSL-002	5	ENSE00003734019.1
6457294	6457373	ENSG00000274276.4	ENST00000618024.4	CBSL-002	6	ENSE00003745764.1
6457065	6457199	ENSG00000274276.4	ENST00000618024.4	CBSL-002	7	ENSE00003736081.1
6456881	6456950	ENSG00000274276.4	ENST00000618024.4	CBSL-002	8	ENSE00003749155.1
6455578	6455669	ENSG00000274276.4	ENST00000618024.4	CBSL-002	9	ENSE00003729930.1
6454631	6454756	ENSG00000274276.4	ENST00000618024.4	CBSL-002	10	ENSE00003724250.1
6453989	6454073	ENSG00000274276.4	ENST00000618024.4	CBSL-002	11	ENSE00003742762.1
6452119	6452224	ENSG00000274276.4	ENST00000618024.4	CBSL-002	12	ENSE00003719221.1
6450904	6450981	ENSG00000274276.4	ENST00000618024.4	CBSL-002	13	ENSE00003746144.1
6450512	6450646	ENSG00000274276.4	ENST00000618024.4	CBSL-002	14	ENSE00003743266.1
6449823	6449931	ENSG00000274276.4	ENST00000618024.4	CBSL-002	15	ENSE00003747262.1
6448481	6448565	ENSG00000274276.4	ENST00000618024.4	CBSL-002	16	ENSE00003753596.1
6445540	6445661	ENSG00000274276.4	ENST00000618024.4	CBSL-002	17	ENSE00003737649.1
6444869	6445325	ENSG00000274276.4	ENST00000618024.4	CBSL-002	18	ENSE00003726168.2
6467903	6468040	ENSG00000274276.4	ENST00000617706.4	CBSL-201	1	ENSE00003738801.1
6464944	6465019	ENSG00000274276.4	ENST00000617706.4	CBSL-201	2	ENSE00003734456.1
6463663	6463879	ENSG00000274276.4	ENST00000617706.4	CBSL-201	3	ENSE00003733879.1
6460187	6460293	ENSG00000274276.4	ENST00000617706.4	CBSL-201	4	ENSE00003743930.1
6457921	6458055	ENSG00000274276.4	ENST00000617706.4	CBSL-201	5	ENSE00003734019.1
6457294	6457373	ENSG00000274276.4	ENST00000617706.4	CBSL-201	6	ENSE00003745764.1
6457065	6457199	ENSG00000274276.4	ENST00000617706.4	CBSL-201	7	ENSE00003736081.1
